"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfuric Acid",62807,"Chemical Products",6,9269,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Nitric Acids",62808,"Chemical Products",6,45378,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Phosphoric Acid",62809,"Chemical Products",6,59656,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Boron",62810,"Chemical Products",6,30417,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Other Inorganic Acids",62811,"Chemical Products",6,2543245,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Halides",62812,"Chemical Products",6,29530,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Ammonia",62814,"Chemical Products",6,14300,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sodium or Potassium Peroxides",62815,"Chemical Products",6,210397,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Magnesium Hydroxide and Peroxide",62816,"Chemical Products",6,60061,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Zinc Oxide and Peroxide",62817,"Chemical Products",6,268224,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Aluminium Oxide",62818,"Chemical Products",6,31448,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Chromium Oxides and Hydroxides",62819,"Chemical Products",6,60358,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Manganese Oxides",62820,"Chemical Products",6,24348,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Iron Oxides and Hydroxides",62821,"Chemical Products",6,4442423,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Titanium Oxides",62823,"Chemical Products",6,161733,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Lead Oxides",62824,"Chemical Products",6,14822,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Inorganic Salts",62825,"Chemical Products",6,172106,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Fluorides",62826,"Chemical Products",6,855324,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Chlorides",62827,"Chemical Products",6,377939,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hypochlorites",62828,"Chemical Products",6,202953,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Chlorates and Perchlorates",62829,"Chemical Products",6,237997,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfides",62830,"Chemical Products",6,113736,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfites",62832,"Chemical Products",6,17863,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfates",62833,"Chemical Products",6,400207,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Nitrites and Nitrates",62834,"Chemical Products",6,30768,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Phosphinates and Phosphonates",62835,"Chemical Products",6,5735666,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Carbonates",62836,"Chemical Products",6,596911,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Cyanides",62837,"Chemical Products",6,54686,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Silicates",62839,"Chemical Products",6,33083,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Borates",62840,"Chemical Products",6,22283,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Oxometallic or Peroxometallic Acid Salts",62841,"Chemical Products",6,4682,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Other Inorganic Acids Salts",62842,"Chemical Products",6,250643.00000000003,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Precious Metal Compounds",62843,"Chemical Products",6,78200,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Radioactive Chemicals",62844,"Chemical Products",6,87468,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Other Isotopes",62845,"Chemical Products",6,243740,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Rare-Earth Metal Compounds",62846,"Chemical Products",6,1820,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hydrogen peroxide",62847,"Chemical Products",6,32633,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Carbides",62849,"Chemical Products",6,47764,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hydrides and other anions",62850,"Chemical Products",6,2210,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Inorganic Compounds",62851,"Chemical Products",6,25482,2019
"Organic chemicals",629,"Acyclic Hydrocarbons",62901,"Chemical Products",6,9116909,2019
"Organic chemicals",629,"Cyclic Hydrocarbons",62902,"Chemical Products",6,307173,2019
"Organic chemicals",629,"Halogenated Hydrocarbons",62903,"Chemical Products",6,292429,2019
"Organic chemicals",629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,"Chemical Products",6,39236,2019
"Organic chemicals",629,"Acyclic Alcohols",62905,"Chemical Products",6,419808296.99999994,2019
"Organic chemicals",629,"Cyclic Alcohols",62906,"Chemical Products",6,1357369,2019
"Organic chemicals",629,"Phenols",62907,"Chemical Products",6,316758,2019
"Organic chemicals",629,"Phenol Derivatives",62908,"Chemical Products",6,842.0000000000001,2019
"Organic chemicals",629,"Ethers",62909,"Chemical Products",6,43640,2019
"Organic chemicals",629,"Epoxides",62910,"Chemical Products",6,10031,2019
"Organic chemicals",629,"Aldehydes",62912,"Chemical Products",6,77718,2019
"Organic chemicals",629,"Aldehyde Derivatives",62913,"Chemical Products",6,4706,2019
"Organic chemicals",629,"Ketones and Quinones",62914,"Chemical Products",6,585314,2019
"Organic chemicals",629,"Saturated Acyclic Monocarboxylic Acids",62915,"Chemical Products",6,6998946,2019
"Organic chemicals",629,"Unsaturated Acyclic Monocarboxylic Acids",62916,"Chemical Products",6,127845,2019
"Organic chemicals",629,"Polycarboxylic Acids",62917,"Chemical Products",6,84466,2019
"Organic chemicals",629,"Carboxylic Acids",62918,"Chemical Products",6,48258777,2019
"Organic chemicals",629,"Phosphoric Esters and Salts",62919,"Chemical Products",6,4855,2019
"Organic chemicals",629,"Other Esters",62920,"Chemical Products",6,13003,2019
"Organic chemicals",629,"Amine Compounds",62921,"Chemical Products",6,2032647,2019
"Organic chemicals",629,"Oxygen Amino Compounds",62922,"Chemical Products",6,1240273,2019
"Organic chemicals",629,"Quaternary Ammonium Salts and Hydroxides",62923,"Chemical Products",6,599396,2019
"Organic chemicals",629,"Carboxyamide Compounds",62924,"Chemical Products",6,166254,2019
"Organic chemicals",629,"Carboxyimide Compounds",62925,"Chemical Products",6,13178,2019
"Organic chemicals",629,"Nitrile Compounds",62926,"Chemical Products",6,436167.00000000006,2019
"Organic chemicals",629,"Diazo, Azo or Aoxy Compounds",62927,"Chemical Products",6,34,2019
"Organic chemicals",629,"Hydrazine or Hydroxylamine Derivatives",62928,"Chemical Products",6,10247,2019
"Organic chemicals",629,"Other Nitrogen Compounds",62929,"Chemical Products",6,95182,2019
"Organic chemicals",629,"Organo-Sulfur Compounds",62930,"Chemical Products",6,1491548.9999999998,2019
"Organic chemicals",629,"Other Organo-Inorganic Compounds",62931,"Chemical Products",6,2891,2019
"Organic chemicals",629,"Oxygen Heterocyclic Compounds",62932,"Chemical Products",6,1207730,2019
"Organic chemicals",629,"Nitrogen Heterocyclic Compounds",62933,"Chemical Products",6,4126198,2019
"Organic chemicals",629,"Nucleic Acids",62934,"Chemical Products",6,1053323,2019
"Organic chemicals",629,"Vitamins",62936,"Chemical Products",6,6441334,2019
"Organic chemicals",629,"Hormones",62937,"Chemical Products",6,7605307,2019
"Organic chemicals",629,"Glycosides",62938,"Chemical Products",6,1478013,2019
"Organic chemicals",629,"Vegetable Alkaloids",62939,"Chemical Products",6,1069302,2019
"Organic chemicals",629,"Chemically Pure Sugars",62940,"Chemical Products",6,1594826,2019
"Organic chemicals",629,"Antibiotics",62941,"Chemical Products",6,14273174,2019
"Organic chemicals",629,"Other Organic Compounds",62942,"Chemical Products",6,164164,2019
"Pharmaceutical products",630,"Glands and Other Organs",63001,"Chemical Products",6,13066805,2019
"Pharmaceutical products",630,"Blood, antisera, vaccines, toxins and cultures",63002,"Chemical Products",6,151713352,2019
"Pharmaceutical products",630,"Unpackaged Medicaments",63003,"Chemical Products",6,17788826,2019
"Pharmaceutical products",630,"Packaged Medicaments",63004,"Chemical Products",6,181727885,2019
"Pharmaceutical products",630,"Bandages",63005,"Chemical Products",6,3667083,2019
"Pharmaceutical products",630,"Special Pharmaceuticals",63006,"Chemical Products",6,3656721,2019
"Fertilizers",631,"Animal or Vegetable Fertilizers",63101,"Chemical Products",6,1278467,2019
"Fertilizers",631,"Nitrogenous Fertilizers",63102,"Chemical Products",6,1395395,2019
"Fertilizers",631,"Phosphatic Fertilizers",63103,"Chemical Products",6,90032,2019
"Fertilizers",631,"Potassic Fertilizers",63104,"Chemical Products",6,322797,2019
"Fertilizers",631,"Mixed Mineral or Chemical Fertilizers",63105,"Chemical Products",6,2094489,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Vegetable Tanning Extracts",63201,"Chemical Products",6,141659,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Synthetic Tanning Extracts",63202,"Chemical Products",6,54509,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Vegetable or Animal Dyes",63203,"Chemical Products",6,6431819,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Synthetic Coloring Matter",63204,"Chemical Products",6,973178,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Lake Pigments",63205,"Chemical Products",6,43289,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Other Coloring Matter",63206,"Chemical Products",6,1348753,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Prepared Pigments",63207,"Chemical Products",6,1090440,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Nonaqueous Paints",63208,"Chemical Products",6,15976868,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Aqueous Paints",63209,"Chemical Products",6,9481151,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Other Paints",63210,"Chemical Products",6,4756031,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Prepared Paint Driers",63211,"Chemical Products",6,132004,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Nonaqueous Pigments",63212,"Chemical Products",6,533399,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Artistry Paints",63213,"Chemical Products",6,502646,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Glaziers Putty",63214,"Chemical Products",6,4142520,2019
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Ink",63215,"Chemical Products",6,6511903,2019
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Essential Oils",63301,"Chemical Products",6,6356148,2019
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Scented Mixtures",63302,"Chemical Products",6,6822374,2019
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Perfumes",63303,"Chemical Products",6,621954,2019
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Beauty Products",63304,"Chemical Products",6,87425666,2019
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Hair Products",63305,"Chemical Products",6,13231064,2019
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Dental Products",63306,"Chemical Products",6,9039232,2019
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Shaving Products",63307,"Chemical Products",6,7676997,2019
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",634,"Soap",63401,"Chemical Products",6,7952878,2019
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",634,"Cleaning Products",63402,"Chemical Products",6,30888910,2019
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",634,"Lubricating Products",63403,"Chemical Products",6,11868175,2019
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",634,"Waxes",63404,"Chemical Products",6,497504,2019
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",634,"Polishes and Creams",63405,"Chemical Products",6,677501,2019
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",634,"Candles",63406,"Chemical Products",6,333712,2019
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",634,"Pastes and Waxes",63407,"Chemical Products",6,35385,2019
"Albuminoidal substances; modified starches; glues; enzymes",635,"Casein",63501,"Chemical Products",6,612612288,2019
"Albuminoidal substances; modified starches; glues; enzymes",635,"Water Soluble Proteins",63502,"Chemical Products",6,163348409,2019
"Albuminoidal substances; modified starches; glues; enzymes",635,"Gelatin",63503,"Chemical Products",6,3521357,2019
"Albuminoidal substances; modified starches; glues; enzymes",635,"Peptones",63504,"Chemical Products",6,86217886,2019
"Albuminoidal substances; modified starches; glues; enzymes",635,"Dextrins",63505,"Chemical Products",6,1484198,2019
"Albuminoidal substances; modified starches; glues; enzymes",635,"Glues",63506,"Chemical Products",6,5679785,2019
"Albuminoidal substances; modified starches; glues; enzymes",635,"Enzymes",63507,"Chemical Products",6,3606235,2019
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Propellant Powders",63601,"Chemical Products",6,69173.99999999999,2019
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Prepared Explosives",63602,"Chemical Products",6,104915,2019
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Detonating Fuses",63603,"Chemical Products",6,139055,2019
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Fireworks",63604,"Chemical Products",6,510306,2019
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Matches",63605,"Chemical Products",6,6020,2019
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Pyrophoric Alloys",63606,"Chemical Products",6,20377,2019
"Photographic or cinematographic goods",637,"Photographic Plates",63701,"Chemical Products",6,540757,2019
"Photographic or cinematographic goods",637,"Photographic Film",63702,"Chemical Products",6,39724,2019
"Photographic or cinematographic goods",637,"Photographic Paper",63703,"Chemical Products",6,38622,2019
"Photographic or cinematographic goods",637,"Undeveloped Exposed Photographic Material",63704,"Chemical Products",6,434911,2019
"Photographic or cinematographic goods",637,"Developed Exposed Photographic Material",63705,"Chemical Products",6,10555,2019
"Photographic or cinematographic goods",637,"Motion-picture film, exposed and developed",63706,"Chemical Products",6,36515,2019
"Photographic or cinematographic goods",637,"Photographic Chemicals",63707,"Chemical Products",6,2303815,2019
"Chemical products n.e.s.",638,"Artificial Graphite",63801,"Chemical Products",6,626853,2019
"Chemical products n.e.s.",638,"Activated Carbon",63802,"Chemical Products",6,70625,2019
"Chemical products n.e.s.",638,"Tall Oil",63803,"Chemical Products",6,1857300,2019
"Chemical products n.e.s.",638,"Wood Pulp Lyes",63804,"Chemical Products",6,13295,2019
"Chemical products n.e.s.",638,"Turpentine",63805,"Chemical Products",6,3557971,2019
"Chemical products n.e.s.",638,"Rosin",63806,"Chemical Products",6,9130210,2019
"Chemical products n.e.s.",638,"Wood Tar, Oils and Pitch",63807,"Chemical Products",6,1415079,2019
"Chemical products n.e.s.",638,"Pesticides",63808,"Chemical Products",6,45263762,2019
"Chemical products n.e.s.",638,"Dyeing Finishing Agents",63809,"Chemical Products",6,1260571,2019
"Chemical products n.e.s.",638,"Metal Pickling Preparations",63810,"Chemical Products",6,124543,2019
"Chemical products n.e.s.",638,"Antiknock",63811,"Chemical Products",6,5550392,2019
"Chemical products n.e.s.",638,"Prepared Rubber Accelerators",63812,"Chemical Products",6,232287,2019
"Chemical products n.e.s.",638,"Fire Extinguishers Preparations",63813,"Chemical Products",6,29784,2019
"Chemical products n.e.s.",638,"Organic Composite Solvents",63814,"Chemical Products",6,669595,2019
"Chemical products n.e.s.",638,"Reaction and Catalytic Products",63815,"Chemical Products",6,11979336,2019
"Chemical products n.e.s.",638,"Refractory Cements",63816,"Chemical Products",6,310859,2019
"Chemical products n.e.s.",638,"Alkylbenzenes and Alkylnaphthalenes",63817,"Chemical Products",6,2663.9999999999995,2019
"Chemical products n.e.s.",638,"Disc Chemicals for Electronics",63818,"Chemical Products",6,29970,2019
"Chemical products n.e.s.",638,"Hydraulic Brake Fluid",63819,"Chemical Products",6,151899,2019
"Chemical products n.e.s.",638,"Antifreeze",63820,"Chemical Products",6,99373,2019
"Chemical products n.e.s.",638,"Micro-Organism Culture Preparations",63821,"Chemical Products",6,1273022,2019
"Chemical products n.e.s.",638,"Laboratory Reagents",63822,"Chemical Products",6,11259588,2019
"Chemical products n.e.s.",638,"Industrial Fatty Acids, Oils and Alcohols",63823,"Chemical Products",6,32461351,2019
"Plastics and articles thereof",739,"Ethylene Polymers",73901,"Plastics and Rubbers",7,3112297,2019
"Plastics and articles thereof",739,"Propylene Polymers",73902,"Plastics and Rubbers",7,889497,2019
"Plastics and articles thereof",739,"Styrene Polymers",73903,"Plastics and Rubbers",7,1064903,2019
"Plastics and articles thereof",739,"Vinyl Chloride Polymers",73904,"Plastics and Rubbers",7,247274,2019
"Plastics and articles thereof",739,"Other Vinyl Polymers",73905,"Plastics and Rubbers",7,289755,2019
"Plastics and articles thereof",739,"Acrylic Polymers",73906,"Plastics and Rubbers",7,3610967,2019
"Plastics and articles thereof",739,"Polyacetals",73907,"Plastics and Rubbers",7,7728430,2019
"Plastics and articles thereof",739,"Polyamides",73908,"Plastics and Rubbers",7,785697,2019
"Plastics and articles thereof",739,"Amino-resins",73909,"Plastics and Rubbers",7,4079928,2019
"Plastics and articles thereof",739,"Silicone",73910,"Plastics and Rubbers",7,703675,2019
"Plastics and articles thereof",739,"Petroleum Resins",73911,"Plastics and Rubbers",7,241324,2019
"Plastics and articles thereof",739,"Cellulose",73912,"Plastics and Rubbers",7,168163,2019
"Plastics and articles thereof",739,"Natural Polymers",73913,"Plastics and Rubbers",7,257919.99999999997,2019
"Plastics and articles thereof",739,"Polymer Ion-Exchangers",73914,"Plastics and Rubbers",7,1515142,2019
"Plastics and articles thereof",739,"Scrap Plastic",73915,"Plastics and Rubbers",7,5289146,2019
"Plastics and articles thereof",739,"Monofilament",73916,"Plastics and Rubbers",7,919672,2019
"Plastics and articles thereof",739,"Plastic Pipes",73917,"Plastics and Rubbers",7,23352424,2019
"Plastics and articles thereof",739,"Plastic Floor Coverings",73918,"Plastics and Rubbers",7,4679379,2019
"Plastics and articles thereof",739,"Self-adhesive Plastics",73919,"Plastics and Rubbers",7,3943522,2019
"Plastics and articles thereof",739,"Raw Plastic Sheeting",73920,"Plastics and Rubbers",7,33397440,2019
"Plastics and articles thereof",739,"Other Plastic Sheetings",73921,"Plastics and Rubbers",7,13718906,2019
"Plastics and articles thereof",739,"Plastic Wash Basins",73922,"Plastics and Rubbers",7,1755293,2019
"Plastics and articles thereof",739,"Plastic Lids",73923,"Plastics and Rubbers",7,100619895,2019
"Plastics and articles thereof",739,"Plastic Housewares",73924,"Plastics and Rubbers",7,82879665,2019
"Plastics and articles thereof",739,"Plastic Building Materials",73925,"Plastics and Rubbers",7,5764702,2019
"Plastics and articles thereof",739,"Other Plastic Products",73926,"Plastics and Rubbers",7,60535804,2019
"Rubber and articles thereof",740,"Rubber",74001,"Plastics and Rubbers",7,138874.99999999997,2019
"Rubber and articles thereof",740,"Synthetic Rubber",74002,"Plastics and Rubbers",7,434649,2019
"Rubber and articles thereof",740,"Reclaimed Rubber",74003,"Plastics and Rubbers",7,131959,2019
"Rubber and articles thereof",740,"Scrap Rubber",74004,"Plastics and Rubbers",7,263634,2019
"Rubber and articles thereof",740,"Compounded Unvulcanised Rubber",74005,"Plastics and Rubbers",7,57512,2019
"Rubber and articles thereof",740,"Unvulcanised Rubber Products",74006,"Plastics and Rubbers",7,159109,2019
"Rubber and articles thereof",740,"Rubber Thread",74007,"Plastics and Rubbers",7,2311,2019
"Rubber and articles thereof",740,"Rubber Sheets",74008,"Plastics and Rubbers",7,1867281,2019
"Rubber and articles thereof",740,"Rubber Pipes",74009,"Plastics and Rubbers",7,5091823,2019
"Rubber and articles thereof",740,"Rubber Belting",74010,"Plastics and Rubbers",7,1046294,2019
"Rubber and articles thereof",740,"Rubber Tires",74011,"Plastics and Rubbers",7,5443063,2019
"Rubber and articles thereof",740,"Used Rubber Tires",74012,"Plastics and Rubbers",7,1202338,2019
"Rubber and articles thereof",740,"Rubber Inner Tubes",74013,"Plastics and Rubbers",7,63621,2019
"Rubber and articles thereof",740,"Pharmaceutical Rubber Products",74014,"Plastics and Rubbers",7,2248459,2019
"Rubber and articles thereof",740,"Rubber Apparel",74015,"Plastics and Rubbers",7,686622,2019
"Rubber and articles thereof",740,"Other Rubber Products",74016,"Plastics and Rubbers",7,24207289,2019
"Rubber and articles thereof",740,"Hard Rubber",74017,"Plastics and Rubbers",7,66255,2019
"Raw hides and skins (other than furskins) and leather",841,"Equine and Bovine Hides",84101,"Animal Hides",8,1798380,2019
"Raw hides and skins (other than furskins) and leather",841,"Sheep Hides",84102,"Animal Hides",8,33438190.999999996,2019
"Raw hides and skins (other than furskins) and leather",841,"Other Hides and Skins",84103,"Animal Hides",8,3960850,2019
"Raw hides and skins (other than furskins) and leather",841,"Tanned Equine and Bovine Hides",84104,"Animal Hides",8,139466126,2019
"Raw hides and skins (other than furskins) and leather",841,"Tanned Sheep Hides",84105,"Animal Hides",8,1920853,2019
"Raw hides and skins (other than furskins) and leather",841,"Tanned Goat Hides",84106,"Animal Hides",8,15730,2019
"Raw hides and skins (other than furskins) and leather",841,"Leather of Other Animals",84107,"Animal Hides",8,4295473,2019
"Raw hides and skins (other than furskins) and leather",841,"Chamois Leather",84108,"Animal Hides",8,1265052,2019
"Raw hides and skins (other than furskins) and leather",841,"Patent Leather",84109,"Animal Hides",8,27568.999999999996,2019
"Raw hides and skins (other than furskins) and leather",841,"Leather Sheets",84111,"Animal Hides",8,74219,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Saddlery",84201,"Animal Hides",8,453464,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Trunks and Cases",84202,"Animal Hides",8,20058315,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Leather Apparel",84203,"Animal Hides",8,1379883,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Other Leather Articles",84205,"Animal Hides",8,3318797.9999999995,2019
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,"Articles of Gut",84206,"Animal Hides",8,2106859,2019
"Furskins and artificial fur; manufactures thereof",843,"Raw Furskins",84301,"Animal Hides",8,22403,2019
"Furskins and artificial fur; manufactures thereof",843,"Tanned Furskins",84302,"Animal Hides",8,5773573,2019
"Furskins and artificial fur; manufactures thereof",843,"Furskin Apparel",84303,"Animal Hides",8,3466423,2019
"Furskins and artificial fur; manufactures thereof",843,"Artificial Fur",84304,"Animal Hides",8,59099,2019
"Wood and articles of wood; wood charcoal",944,"Fuel Wood",94401,"Wood Products",9,52263313,2019
"Wood and articles of wood; wood charcoal",944,"Wood Charcoal",94402,"Wood Products",9,65889,2019
"Wood and articles of wood; wood charcoal",944,"Rough Wood",94403,"Wood Products",9,2306742376,2019
"Wood and articles of wood; wood charcoal",944,"Wood Stakes",94404,"Wood Products",9,635505,2019
"Wood and articles of wood; wood charcoal",944,"Wood Wool",94405,"Wood Products",9,31000,2019
"Wood and articles of wood; wood charcoal",944,"Sawn Wood",94407,"Wood Products",9,592362582,2019
"Wood and articles of wood; wood charcoal",944,"Veneer Sheets",94408,"Wood Products",9,35224507,2019
"Wood and articles of wood; wood charcoal",944,"Shaped Wood",94409,"Wood Products",9,70815234,2019
"Wood and articles of wood; wood charcoal",944,"Particle Board",94410,"Wood Products",9,22712263,2019
