"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","HS6 ID","HS6","Trade Value"
6,"Chemical Products",629,"Organic chemicals",62917,"Polycarboxylic Acids",6291734,"Orthophthalic acid esters, nes",295800
6,"Chemical Products",629,"Organic chemicals",62917,"Polycarboxylic Acids",6291735,"Phthalic anhydride",709155
6,"Chemical Products",629,"Organic chemicals",62917,"Polycarboxylic Acids",6291736,"Terephthalic acid, its salts",99388
6,"Chemical Products",629,"Organic chemicals",62917,"Polycarboxylic Acids",6291739,"Aromatic polycarboxylic acids, derivatives, nes",3067355
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291811,"Lactic acid, its salts & esters",497350.00000000006
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291812,"Tartaric acid",214888
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291813,"Salts & esters of tartaric acid",13486
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291814,"Citric acid",3712150
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291815,"Salts & esters of citric acid",386698
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291816,"Gluconic acid, its salts & esters",398442
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291819,"Carboxylic acids (alcohol function only), derivatives",298762
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291821,"Salicylic acid, salts",66610
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291823,"Salicylic acid esters, nes, salts",27432
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291829,"Carboxylic acids (phenol function only) & derivatives",127539
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291830,"Carboxylic acids (aldehyde, ketone function), derivs",126367
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291890,"Carboxylic acids nes, derivativess",3754329
6,"Chemical Products",629,"Organic chemicals",62919,"Phosphoric Esters and Salts",6291900,"Phosphoric esters, their salts and derivatives",734464
6,"Chemical Products",629,"Organic chemicals",62920,"Other Esters",6292010,"Thiophosphoric esters(phosphorothioates),salts,derivs",370355
6,"Chemical Products",629,"Organic chemicals",62920,"Other Esters",6292090,"Esters of inorganic acids, nes, their salts, derivs",929539
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292111,"Methylamine, di- or trimethylamine, salts",406633
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292119,"Acyclic monoamines nes, derivatives and salts",442055
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292121,"Ethylenediamine, its salts",68555
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292122,"Hexamethylenediamine, its salts",31309
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292129,"Acyclic polyamines nes, their derivatives and salts",92463
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292130,"Cyclanic, cyclenic and cycloterpenic amines, compound",114693
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292141,"Aniline and its salts",6173
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292142,"Aniline derivatives, salts thereof",12899
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292143,"Toluidines, derivatives, salts thereof",27738.000000000004
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292144,"Diphenylamine, derivatives, salts thereof",1414
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292149,"Aromatic monoamines nes, derivatives, salts thereof",184408
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292151,"O-,M-,P-phenylenediamine,diaminotoluenes, derivs,salt",709667
6,"Chemical Products",629,"Organic chemicals",62921,"Amine Compounds",6292159,"Aromatic polyamines nes, derivatives, salts thereof",97427
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292211,"Monoethanolmine, salts",82929
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292212,"Diethanolamine, salts",49084
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292213,"Triethanolamine, salts",398577.00000000006
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292219,"Amino-alcohols nes, their ethers and esters, salts",283017
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292221,"Aminohydroxynaphthalenesulphonic acids and salts",401
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292229,"Amino-naphthols/phenols nes, their ethers/esters/salt",80429.00000000001
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292230,"Amino-aldehydes, ketones and quinones, salts thereof",7050
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292241,"Lysine, esters, salts thereof",1884877
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292242,"Glutamic acid, salts",1755113
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292249,"Amino-acids nes, esters, salts thereof",1536626
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292250,"Amino-alcohol-phenols etc with oxygen function",1194925
6,"Chemical Products",629,"Organic chemicals",62923,"Quaternary Ammonium Salts and Hydroxides",6292310,"Choline, salts",70528
6,"Chemical Products",629,"Organic chemicals",62923,"Quaternary Ammonium Salts and Hydroxides",6292320,"Lecithins and other phosphoaminolipids",257034
6,"Chemical Products",629,"Organic chemicals",62923,"Quaternary Ammonium Salts and Hydroxides",6292390,"Quarternary ammonium salts and hydroxides, nes",179286
6,"Chemical Products",629,"Organic chemicals",62924,"Carboxyamide Compounds",6292410,"Acyclic amides, derivatives, salts thereof",829894
6,"Chemical Products",629,"Organic chemicals",62924,"Carboxyamide Compounds",6292421,"Ureines, derivatives, salts thereof",679116
6,"Chemical Products",629,"Organic chemicals",62924,"Carboxyamide Compounds",6292429,"Cyclic amides, derivatives, nes, salts thereof",3080125
6,"Chemical Products",629,"Organic chemicals",62925,"Carboxyimide Compounds",6292511,"Saccharin, salts",193853
6,"Chemical Products",629,"Organic chemicals",62925,"Carboxyimide Compounds",6292519,"Imides except saccharin, derivatives, salts thereof",29075
6,"Chemical Products",629,"Organic chemicals",62925,"Carboxyimide Compounds",6292520,"Imines, derivatives, salts thereof",345230
6,"Chemical Products",629,"Organic chemicals",62926,"Nitrile Compounds",6292690,"Nitrile-function compounds, nes",6926866.000000001
6,"Chemical Products",629,"Organic chemicals",62927,"Diazo, Azo or Aoxy Compounds",6292700,"Diazo-, azo- or azoxy-compounds",238554
6,"Chemical Products",629,"Organic chemicals",62928,"Hydrazine or Hydroxylamine Derivatives",6292800,"Organic derivatives of hydrazine or of hydroxylamine",105433
6,"Chemical Products",629,"Organic chemicals",62929,"Other Nitrogen Compounds",6292910,"Isocyanates",3169778
6,"Chemical Products",629,"Organic chemicals",62929,"Other Nitrogen Compounds",6292990,"Compounds with other nitrogen function, nes",276978
6,"Chemical Products",629,"Organic chemicals",62930,"Organo-Sulfur Compounds",6293020,"Thiocarbamates and dithiocarbamates",263045
6,"Chemical Products",629,"Organic chemicals",62930,"Organo-Sulfur Compounds",6293030,"Thiuram mono-, di- or tetra-sulphides",3861
6,"Chemical Products",629,"Organic chemicals",62930,"Organo-Sulfur Compounds",6293040,"Methionine",3174501
6,"Chemical Products",629,"Organic chemicals",62930,"Organo-Sulfur Compounds",6293090,"Organo-sulphur compounds, nes",7922890
6,"Chemical Products",629,"Organic chemicals",62931,"Other Organo-Inorganic Compounds",6293100,"Organo-inorganic compounds, nes",5000722
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",6293211,"Tetrahydrofuran",1979543
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",6293212,"2-furaldehyde (furfuraldehyde)",1087
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",6293213,"Furfuryl alcohol and tetrahydrofurfuryl alcohol",22261
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",6293219,"Heterocyclic compounds with unfused furan ring, nes",2975846
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",6293229,"Lactones, other than coumarins",979141
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",6293290,"Heterocyclic compound,oxygen hetero-atom(s) only,nes",995554
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293311,"Phenazone (antipyrin), derivatives",68613
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293319,"Heterocyclic compounds with unfused pyrazole ring, ne",72469
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293321,"Hydantoin, derivatives",49885
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293329,"Heterocyclic compounds with unfused imidazole ring,ne",3889229
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293331,"Pyridine, salts",131686
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293339,"Heterocyclic compounds with unfused pyridine ring,nes",4673162
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293340,"Heterocyc cmpounds, quinoline ring not further fused",336662.00000000006
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293351,"Barbituric acid, derivatives, salts thereof",190250
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293359,"Hetercyclic compounds with pyrimidine ring nes",1030090
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293361,"Melamine",12153
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293369,"Heterocyclic compds with an unfused triazine ring nes",2766397
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293379,"Lactams other than 6-hexanelactam",597884
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293390,"Heterocyclic compounds with N-hetero-atom(s) only, ne",2686165
6,"Chemical Products",629,"Organic chemicals",62934,"Nucleic Acids",6293410,"Heterocyclic compounds with an unfused thiazole ring",1636432
6,"Chemical Products",629,"Organic chemicals",62934,"Nucleic Acids",6293420,"Heterocyclic compounds containing a benzothiazole rin",847402
6,"Chemical Products",629,"Organic chemicals",62934,"Nucleic Acids",6293430,"Heterocyclic compounds containing a phenothiazine rin",99454
6,"Chemical Products",629,"Organic chemicals",62934,"Nucleic Acids",6293490,"Heterocyclic compounds, nes",2583147
6,"Chemical Products",629,"Organic chemicals",62935,"Sulfonamides",6293500,"Sulphonamides in bulk",1011113
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293621,"Vitamins A, derivatives, unmixed",2784688
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293622,"Vitamin B1, derivatives, unmixed",282828
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293623,"Vitamin B2, derivatives, unmixed",109068
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293624,"Vitamin B3 & B5, D-or DL-panthothenic acid,derivative",1126739
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293625,"Vitamin B6, derivatives, unmixed",217911
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293626,"Vitamin B12, derivatives, unmixed",258247
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293627,"Vitamin C, derivatives, unmixed",2170971
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293628,"Vitamin E, derivatives, unmixed",2193033
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293629,"Vitamins nes, derivatives, unmixed",2206132
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293690,"Vitamin concentrates, intermixtures of vitamins",2015014
6,"Chemical Products",629,"Organic chemicals",62937,"Hormones",6293721,"Cortisone,hydrocortisone,prednisone,prednisolone, bul",134878
6,"Chemical Products",629,"Organic chemicals",62937,"Hormones",6293722,"Halogenated derivs adrenalal cortical hormones, bulk",125596
6,"Chemical Products",629,"Organic chemicals",62937,"Hormones",6293729,"Adrenal cortical hormones nes, in bulk, derivatives",434265
6,"Chemical Products",629,"Organic chemicals",62937,"Hormones",6293791,"Insulin, salts, in bulk",6181
6,"Chemical Products",629,"Organic chemicals",62937,"Hormones",6293792,"Oestrogens and progestogens, in bulk",754289
6,"Chemical Products",629,"Organic chemicals",62937,"Hormones",6293799,"Hormones nes, derivatives, in bulk, steroids nes",154827
6,"Chemical Products",629,"Organic chemicals",62938,"Glycosides",6293810,"Rutoside (rutin), derivatives, in bulk",132811.99999999997
6,"Chemical Products",629,"Organic chemicals",62938,"Glycosides",6293890,"Glycosides and salts, ethers, esters, derivs nes, bul",1106396
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",6293910,"Opium alkaloids, their derivs, in bulk, salts thereof",660336
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",6293929,"Cinchona alkaloids, derivatives nes, in bulk, salts",19405
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",6293930,"Caffeine, salts, in bulk",2884058
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",6293940,"Ephedrines, salts, in bulk",74606
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",6293950,"Theophylline and aminophylline, derivs, in bulk, salt",57994.99999999999
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",6293960,"Rye ergot alkaloids, derivatives, in bulk, salts",13208.000000000002
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",6293970,"Nicotine, salts, in bulk",1320102
6,"Chemical Products",629,"Organic chemicals",62940,"Chemically Pure Sugars",6294000,"Sugars, chem pure, their ethers, esters, salts in bul",965668
6,"Chemical Products",629,"Organic chemicals",62941,"Antibiotics",6294110,"Penicillins, derivatives, in bulk, salts",70832
6,"Chemical Products",629,"Organic chemicals",62941,"Antibiotics",6294120,"Streptomycins, derivatives, in bulk, salts",129032
6,"Chemical Products",629,"Organic chemicals",62941,"Antibiotics",6294130,"Tetracyclines, derivatives, in bulk, salts",152514
6,"Chemical Products",629,"Organic chemicals",62941,"Antibiotics",6294140,"Chloramphenicol, derivatives, in bulk, salts",29081
6,"Chemical Products",629,"Organic chemicals",62941,"Antibiotics",6294150,"Erythromycin, derivatives, in bulk, salts",657703
6,"Chemical Products",629,"Organic chemicals",62941,"Antibiotics",6294190,"Antibiotics nes, in bulk",947668
6,"Chemical Products",629,"Organic chemicals",62942,"Other Organic Compounds",6294200,"Organic compounds, nes",1083546
6,"Chemical Products",630,"Pharmaceutical products",63001,"Glands and Other Organs",6300120,"Extracts of glands etc. for therapeutic use",207029.00000000003
6,"Chemical Products",630,"Pharmaceutical products",63001,"Glands and Other Organs",6300190,"Heparin, salts, for therapeutic use",2164050
6,"Chemical Products",630,"Pharmaceutical products",63002,"Blood, antisera, vaccines, toxins and cultures",6300220,"Vaccines, human use",26309838
6,"Chemical Products",630,"Pharmaceutical products",63002,"Blood, antisera, vaccines, toxins and cultures",6300239,"Vaccines, veterinary use, except foot and mouth",7491934
6,"Chemical Products",630,"Pharmaceutical products",63002,"Blood, antisera, vaccines, toxins and cultures",6300290,"Blood, toxins, cultures, medical use, nes",130331033.99999999
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",6300310,"Penicillins or streptomycins and derivatives, in bulk",13398
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",6300320,"Antibiotics nes, formulated, in bulk",63447
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",6300339,"Hormones nes, no antibiotics, bulk, not contraceptive",25683
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",6300340,"Alkaloids, derivs, without antibiotics, hormones, bul",6197.999999999999
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",6300390,"Medicaments nes, formulated, in bulk",648879
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300410,"Penicillins and streptomycins, derivs, in dosage",2871582
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300420,"Antibiotics nes, in dosage",27984144
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300431,"Insulin, in dosage",11860398
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300432,"Adrenal cortical hormones, in dosage",10533940
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300439,"Hormones nes, except contraceptives, in dosage",11838339.000000002
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300440,"Alkaloids, derivs, no antibiotics, hormones, in dosag",2612844
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300450,"Vitamins, derivatives,in dosage",9086453
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300490,"Medicaments nes, in dosage",253761889
6,"Chemical Products",630,"Pharmaceutical products",63005,"Bandages",6300510,"Medical dressings etc. having an adhesive layer",3822141
6,"Chemical Products",630,"Pharmaceutical products",63005,"Bandages",6300590,"Medical dressings etc except those with adhesive laye",6302563
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300610,"Suture materials, sterile surgical and dental goods",11553526
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300620,"Blood-grouping reagents",415706
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300630,"Opacifying preparations, x-ray, diagnostic reagents",1495961
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300640,"Dental cements and other dental fillings, bone cement",1864748
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300650,"First-aid boxes and kits",129548
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300660,"Contraceptive preps based on hormones or spermicides",15072561
6,"Chemical Products",631,"Fertilizers",63101,"Animal or Vegetable Fertilizers",6310100,"Animal or vegetable fertilizers, in packs >10 kg",1789131
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",6310210,"Urea, including aqueous solution in packs >10 kg",19373799
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",6310221,"Ammonium sulphate, in packs >10 kg",1988081.0000000002
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",6310230,"Ammonium nitrate, including solution, in pack >10 kg",15060150
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",6310240,"Ammonium nitrate limestone etc mixes, pack >10 kg",1765464
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",6310250,"Sodium nitrate, in packs >10 kg",135269
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",6310260,"Calcium-ammonium nitrate mix, double salts pack >10kg",5590565
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",6310290,"Nitrogenous fertilizers, mixes, nes, pack >10 kg",2161359
6,"Chemical Products",631,"Fertilizers",63103,"Phosphatic Fertilizers",6310310,"Superphosphates, in packs >10 kg",22940
6,"Chemical Products",631,"Fertilizers",63103,"Phosphatic Fertilizers",6310390,"Phosphatic fertilizers, mixes, nes, pack >10kg",359180
6,"Chemical Products",631,"Fertilizers",63104,"Potassic Fertilizers",6310420,"Potassium chloride, in packs >10 kg",23127684
6,"Chemical Products",631,"Fertilizers",63104,"Potassic Fertilizers",6310430,"Potassium sulphate, in packs >10 kg",4281047
6,"Chemical Products",631,"Fertilizers",63104,"Potassic Fertilizers",6310490,"Potassic fertilizers, mixes, nes, pack >10 kg",1536463
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310510,"Fertilizer mixes in tablets etc or in packs <10 kg",1721405
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310520,"Nitrogen-phosphorus-potassium fertilizers, pack >10kg",11799746
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310530,"Diammonium phosphate, in packs >10 kg",11047706
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310540,"Monoammonium phosphate & mix with diammonium, <=10 kg",2560713
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310551,"Fertilizers with nitrates and phosphates, nes, <=10kg",723263
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310559,"Fertilizers with nitrogen and phosphorus nes, <=10kg",1103715
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310560,"Fertilizers containing phosphorus & potassium, <=10kg",743608
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310590,"Fertilizers, mixes, nes",26972540
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63201,"Vegetable Tanning Extracts",6320110,"Quebracho tanning extract",71605
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63201,"Vegetable Tanning Extracts",6320190,"Vegetable tanning extracts nes, tannins, salts, deriv",97179
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63202,"Synthetic Tanning Extracts",6320210,"Synthetic organic tanning substances",69984
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63202,"Synthetic Tanning Extracts",6320290,"Inorganic tanning and pre-tanning preparations",26102.999999999996
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63203,"Vegetable or Animal Dyes",6320300,"Colouring matter of vegetable or animal origin",1060025
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320411,"Disperse dyes and preparations based thereon",463677
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320412,"Acid and mordant dyes and preparations based thereon",628910
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320413,"Basic dyes and preparations based thereon",61540
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320414,"Direct dyes and preparations based thereon",560669
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320415,"Vat dyes and preparations based thereon",829526.0000000001
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320416,"Reactive dyes and preparations based thereon",76528
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320417,"Synthetic organic pigments and preps based thereon",6128497
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320419,"Synthetic organic colouring matter nes",3043955
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320420,"Synthetic organic fluorescent brightening agents",331271
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320490,"Synthetic organic products used as luminophores",627644
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63205,"Lake Pigments",6320500,"Colour lakes, preparations based thereon",357156
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320610,"Pigments and preparations based on titanium dioxide",13391337
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320620,"Pigments and preparations based on chromium compounds",154011
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320641,"Ultramarine and preparations based thereon",195127
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320642,"Pigments etc based on zinc sulphide, lithophone",212
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320649,"Inorganic colouring matter nes, including preparation",6723008
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320650,"Inorganic products used as luminophores",79771
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63207,"Prepared Pigments",6320710,"Pigment, opacifier, colours etc for ceramics or glass",292163
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63207,"Prepared Pigments",6320720,"Vitrifiable enamels, glazes etc for ceramics and glas",1257331
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63207,"Prepared Pigments",6320730,"Liquid lustres and similar preparations",675531
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63207,"Prepared Pigments",6320740,"Glass frit and other glass (powder, granules, flakes)",151474
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63208,"Nonaqueous Paints",6320810,"Polyester based paints, varnishes, non-aqueous medium",10419574
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63208,"Nonaqueous Paints",6320820,"Acrylic or vinyl polymer paint or varnish, non-aqueou",4111319
